[2025-06-14 21:31:07] [INFO    ] discord.client: logging in using static token
[2025-06-14 21:31:29] [DEBUG   ] discord.webhook.async_: Webhook ID 1383619883014819840 with POST https://discord.com/api/v10/interactions/1383619883014819840/aW50ZXJhY3Rpb246MTM4MzYxOTg4MzAxNDgxOTg0MDpsQWQzMHBqc3p3R0hZc0JmRXNrOWtNN0xrMFAyMWM2OW9ObzNwUkloendIRVNPY1Z5UmdUQVJkVkxVaEYxT1NkcHdvRU9aN3JCTjhUamJaMmZTSDVjTldNYjNKZzE0eU16UHVBY010eXBONmxOc2NjVFRNb0x2SGdaMldCUVdaYg/callback has returned status code 404
[2025-06-14 21:31:29] [ERROR   ] discord.app_commands.tree: Ignoring exception in command 'last_active'
Traceback (most recent call last):
  File "C:\Users\grayd\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\discord\app_commands\commands.py", line 858, in _do_call
    return await self._callback(interaction, **params)  # type: ignore
  File "c:\dev\repository\discord_bots\testing.py", line 354, in last_active
    await interaction.response.send_message(
  File "C:\Users\grayd\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\discord\interactions.py", line 1004, in send_message
    response = await adapter.create_interaction_response(
  File "C:\Users\grayd\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\discord\webhook\async_.py", line 224, in request
    raise NotFound(response, data)
discord.errors.NotFound: 404 Not Found (error code: 10062): Unknown interaction

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\grayd\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\discord\app_commands\tree.py", line 1310, in _call
    await command._invoke_with_namespace(interaction, namespace)
  File "C:\Users\grayd\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\discord\app_commands\commands.py", line 883, in _invoke_with_namespace
    return await self._do_call(interaction, transformed_values)
  File "C:\Users\grayd\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\discord\app_commands\commands.py", line 876, in _do_call
    raise CommandInvokeError(self, e) from e
discord.app_commands.errors.CommandInvokeError: Command 'last_active' raised an exception: NotFound: 404 Not Found (error code: 10062): Unknown interaction
[2025-06-14 21:31:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 5, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTM4MzYxOTkzMTcyNzIwNDM3MjpDVnV0VmtEUVhiZGtZT0dBNEdjNGVrbFg1UzUxY1lvWjlkS3NETXlNUVB1cTVIdnBuSFZDMFFPZXQ2WHhaSHhWMVhhNDNoSTlLZG5rT2ZCdFRTYnhydGNZSVBIMVRhYWt5T05zTmNGakRDS2M2VkJzSUc0SW5CWFp3MDBjSHVrOA', 'member': {'user': {'username': 'waffleboi999', 'public_flags': 0, 'primary_guild': None, 'id': '243878903834214400', 'global_name': 'Waffleboi999', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'd90865ee486632fd613bbc01eb9b42ed'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '2251799813685247', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-13T17:38:17.966000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1383619931727204372', 'guild_locale': 'en-US', 'guild_id': '1383138424831082506', 'guild': {'locale': 'en-US', 'id': '1383138424831082506', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'resolved': {'users': {'243878903834214400': {'username': 'waffleboi999', 'public_flags': 0, 'primary_guild': None, 'id': '243878903834214400', 'global_name': 'Waffleboi999', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'd90865ee486632fd613bbc01eb9b42ed'}}, 'members': {'243878903834214400': {'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '2251799813685247', 'pending': False, 'nick': None, 'joined_at': '2025-06-13T17:38:17.966000+00:00', 'flags': 0, 'communication_disabled_until': None, 'banner': None, 'avatar': None}}}, 'options': [{'value': '243878903834214400', 'type': 6, 'name': 'member'}], 'name': 'last_active', 'id': '1383614483167051816'}, 'context': 0, 'channel_id': '1383149398694952991', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permissions': '2251799813685247', 'parent_id': '1383138425351180420', 'nsfw': False, 'name': 'testing-channel', 'last_message_id': '1383619541363331193', 'id': '1383149398694952991', 'guild_id': '1383138424831082506', 'flags': 0}, 'authorizing_integration_owners': {'0': '1383138424831082506'}, 'attachment_size_limit': 10485760, 'application_id': '1383606004209418340', 'app_permissions': '2251799813685247'}}
[2025-06-14 21:31:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-14 21:31:37] [DEBUG   ] discord.client: Dispatching event interaction
[2025-06-14 21:31:38] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1383149398694952991/messages with None has returned 200
